,0
447,171
448,115
449,98
450,89
451,125
452,119
453,114
454,90
455,82
456,164
457,133
458,107
459,116
460,90
461,88
462,111
463,112
464,85
465,137
466,133
467,83
468,121
469,118
470,90
471,83
472,110
473,110
474,136
475,76
476,88
477,112
478,83
479,153
480,107
481,118
482,113
483,130
484,100
485,119
486,130
487,104
488,91
489,123
490,140
491,119
492,137
493,121
494,105
495,119
496,107
497,94
498,113
499,147
500,129
501,110
502,103
503,122
504,87
505,135
506,140
507,138
508,112
509,86
510,130
511,112
512,99
513,122
514,111
515,97
516,187
517,100
518,100
519,96
520,82
521,100
522,112
523,84
524,112
525,89
526,95
527,106
528,117
529,110
530,111
531,107
532,89
533,168
534,111
535,123
536,100
537,89
538,113
539,108
540,99
541,112
542,94
543,82
544,90
545,113
546,113
547,137
548,101
549,99
550,90
551,109
552,109
553,93
554,152
555,95
556,90
557,109
558,93
559,91
560,97
561,123
562,111
563,90
564,117
565,92
566,97
567,104
568,96
569,138
570,121
571,121
572,126
573,87
574,167
575,107
576,124
577,167
578,106
579,128
580,111
581,130
582,110
583,167
584,150
585,100
586,127
587,87
588,102
589,113
590,91
591,87
592,97
593,122
594,87
595,92
596,106
597,124
598,127
599,167
600,112
601,100
602,130
603,98
604,113
605,109
606,100
607,71
608,113
609,75
610,167
611,99
612,102
613,110
614,87
615,167
616,101
617,90
618,160
619,99
620,132
621,113
622,121
623,155
624,117
625,167
626,117
627,111
628,114
629,133
630,107
631,120
632,158
633,146
634,123
635,167
636,121
637,108
638,112
639,123
640,90
641,119
642,126
643,167
644,112
645,112
646,167
647,112
648,82
649,124
650,167
651,116
652,124
653,120
654,167
655,121
656,121
657,121
658,101
659,101
660,93
661,107
662,107
663,107
664,107
665,79
666,102
667,102
668,102
669,102
670,102
671,94
672,100
673,79
674,98
675,102
676,102
677,102
678,102
679,102
680,89
681,102
682,102
683,102
684,102
685,89
686,102
687,102
688,102
689,94
690,95
691,102
692,102
693,98
694,93
695,102
696,113
697,86
698,87
699,87
700,97
701,97
702,97
703,97
704,97
705,97
706,97
707,87
708,87
709,119
710,91
711,112
712,100
713,94
714,100
715,81
716,137
717,99
718,114
719,113
720,112
721,107
722,118
723,116
724,105
725,112
726,100
727,100
728,121
729,99
730,103
731,76
732,89
733,113
734,111
735,107
736,150
737,102
738,113
739,91
740,87
741,97
742,122
743,87
744,92
745,106
746,124
747,127
748,161
749,112
750,100
751,130
752,98
753,113
754,109
755,100
756,71
757,113
758,75
759,161
760,99
761,102
762,110
763,87
764,161
765,101
766,90
767,160
768,99
769,132
770,113
771,121
772,155
773,117
774,161
775,117
776,161
777,111
778,114
779,133
780,126
781,107
782,123
783,139
784,120
785,119
786,158
787,123
788,146
789,123
790,161
791,87
792,161
793,121
794,128
795,146
796,108
797,112
798,95
799,97
800,111
801,150
802,100
803,102
804,113
805,91
806,87
807,97
808,122
809,87
810,92
811,106
812,124
813,127
814,170
815,112
816,100
817,130
818,98
819,113
820,109
821,100
822,71
823,113
824,75
825,186
826,99
827,102
828,110
829,87
830,186
831,101
832,90
833,160
834,99
835,132
836,113
837,121
838,155
839,117
840,177
841,117
842,186
843,111
844,114
845,133
846,126
847,107
848,123
849,139
850,120
851,119
852,158
853,123
854,146
855,123
856,161
857,87
858,186
859,182
860,107
861,124
862,167
863,106
864,128
865,111
866,130
867,110
868,174
869,107
870,150
871,103
872,87
873,121
874,126
875,100
876,97
877,122
878,87
879,92
880,106
881,124
882,127
883,170
884,112
885,100
886,130
887,98
888,113
889,109
890,100
891,71
892,113
893,75
894,182
895,99
896,102
897,110
898,87
899,182
900,101
901,90
902,160
903,99
904,132
905,113
906,121
907,155
908,117
909,177
910,117
911,182
912,111
913,114
914,133
915,126
916,107
917,123
918,139
919,120
920,119
921,158
922,123
923,146
924,123
925,161
926,87
927,182
928,121
929,128
930,146
931,108
932,112
933,95
934,97
935,127
936,127
937,113
938,123
939,103
940,104
941,90
942,119
943,126
944,182
945,112
946,112
947,178
948,112
949,82
950,124
951,167
952,116
953,124
954,120
955,167
956,111
957,107
958,150
959,121
960,91
961,87
962,97
963,122
964,87
965,92
966,106
967,124
968,127
969,160
970,112
971,100
972,130
973,98
974,113
975,109
976,100
977,71
978,113
979,75
980,160
981,99
982,102
983,110
984,87
985,160
986,101
987,90
988,160
989,99
990,132
991,113
992,121
993,155
994,117
995,160
996,117
997,160
998,111
999,114
1000,133
1001,126
1002,107
1003,123
1004,139
1005,120
1006,119
1007,158
1008,123
1009,146
1010,123
1011,160
1012,87
1013,160
1014,121
1015,128
1016,146
1017,108
1018,112
1019,95
1020,97
1021,127
1022,111
1023,107
1024,150
1025,102
1026,113
1027,91
1028,87
1029,97
1030,122
1031,87
1032,92
1033,106
1034,124
1035,127
1036,170
1037,112
1038,100
1039,130
1040,98
1041,113
1042,109
1043,100
1044,71
1045,113
1046,75
1047,182
1048,99
1049,102
1050,110
1051,87
1052,182
1053,101
1054,90
1055,160
1056,99
1057,132
1058,113
1059,121
1060,155
1061,117
1062,177
1063,117
1064,182
1065,111
1066,114
1067,133
1068,126
1069,107
1070,123
1071,139
1072,120
1073,119
1074,158
1075,123
1076,146
1077,123
1078,161
1079,87
1080,182
1081,121
1082,128
1083,146
1084,108
1085,112
1086,95
1087,97
1088,111
1089,107
1090,150
1091,121
1092,97
1093,122
1094,87
1095,92
1096,106
1097,124
1098,127
1099,165
1100,112
1101,100
1102,130
1103,98
1104,113
1105,109
1106,100
1107,71
1108,113
1109,75
1110,165
1111,99
1112,102
1113,110
1114,87
1115,165
1116,101
1117,90
1118,160
1119,99
1120,132
1121,113
1122,121
1123,155
1124,117
1125,165
1126,117
1127,111
1128,114
1129,133
1130,126
1131,107
1132,123
1133,139
1134,120
1135,119
1136,158
1137,123
1138,146
1139,123
1140,161
1141,87
1142,165
1143,121
1144,128
1145,146
1146,108
1147,112
1148,95
1149,97
1150,127
1151,127
1152,113
1153,123
1154,103
1155,104
1156,107
1157,111
1158,107
1159,150
1160,121
1161,126
1162,124
1163,124
1164,127
1165,167
1166,112
1167,100
1168,130
1169,98
1170,113
1171,109
1172,100
1173,71
1174,113
1175,75
1176,167
1177,99
1178,102
1179,110
1180,87
1181,167
1182,101
1183,90
1184,160
1185,99
1186,132
1187,113
1188,121
1189,155
1190,117
1191,167
1192,117
1193,167
1194,111
1195,114
1196,133
1197,126
1198,107
1199,123
1200,139
1201,120
1202,119
1203,158
1204,123
1205,146
1206,123
1207,161
1208,87
1209,167
1210,121
1211,128
1212,146
1213,108
1214,112
1215,95
1216,97
1217,127
1218,127
1219,113
1220,123
1221,103
1222,104
1223,145
1224,123
1225,133
1226,111
1227,150
1228,100
1229,102
1230,113
1231,91
1232,87
1233,97
1234,122
1235,87
1236,92
1237,106
1238,124
1239,127
1240,170
1241,112
1242,100
1243,130
1244,98
1245,113
1246,109
1247,100
1248,71
1249,113
1250,75
1251,172
1252,99
1253,102
1254,110
1255,87
1256,172
1257,101
1258,90
1259,160
1260,99
1261,132
1262,113
1263,121
1264,155
1265,117
1266,172
1267,117
1268,172
1269,111
1270,114
1271,133
1272,126
1273,107
1274,123
1275,139
1276,120
1277,119
1278,158
1279,123
1280,146
1281,123
1282,161
1283,87
1284,172
1285,111
1286,107
1287,150
1288,102
1289,113
1290,91
1291,87
1292,97
1293,122
1294,87
1295,92
1296,106
1297,124
1298,127
1299,170
1300,112
1301,100
1302,130
1303,98
1304,113
1305,109
1306,100
1307,71
1308,113
1309,75
1310,183
1311,99
1312,102
1313,110
1314,87
1315,183
1316,101
1317,90
1318,160
1319,99
1320,132
1321,113
1322,121
1323,155
1324,117
1325,177
1326,117
1327,183
1328,111
1329,114
1330,133
1331,126
1332,107
1333,123
1334,139
1335,120
1336,119
1337,158
1338,123
1339,146
1340,123
1341,161
1342,87
1343,183
1344,121
1345,128
1346,146
1347,108
1348,112
1349,95
1350,97
1351,111
1352,150
1353,100
1354,102
1355,113
1356,91
1357,87
1358,97
1359,122
1360,87
1361,92
1362,106
1363,124
1364,127
1365,169
1366,112
1367,100
1368,130
1369,98
1370,113
1371,109
1372,100
1373,71
1374,113
1375,75
1376,169
1377,99
1378,102
1379,110
1380,87
1381,169
1382,101
1383,90
1384,160
1385,99
1386,132
1387,113
1388,121
1389,155
1390,117
1391,169
1392,117
1393,169
1394,111
1395,114
1396,133
1397,126
1398,107
1399,123
1400,139
1401,120
1402,119
1403,158
1404,123
1405,169
1406,189
1407,106
1408,111
1409,107
1410,129
1411,150
1412,103
1413,121
1414,126
1415,91
1416,87
1417,97
1418,122
1419,87
1420,92
1421,106
1422,124
1423,127
1424,170
1425,112
1426,100
1427,130
1428,98
1429,113
1430,109
1431,100
1432,71
1433,113
1434,75
1435,99
1436,102
1437,110
1438,87
1439,189
1440,101
1441,90
1442,160
1443,99
1444,132
1445,113
1446,121
1447,155
1448,117
1449,177
1450,117
1451,187
1452,111
1453,114
1454,133
1455,126
1456,107
1457,123
1458,139
1459,120
1460,119
1461,158
1462,123
1463,146
1464,123
1465,161
1466,87
1467,189
1468,121
1469,128
1470,146
1471,108
1472,112
1473,95
1474,97
1475,127
1476,123
1477,104
1478,123
1479,133
1480,90
1481,124
1482,95
1483,90
1484,109
1485,93
1486,84
1487,187
1488,101
1489,104
1490,111
1491,187
1492,90
1493,164
1494,171
1495,167
1496,93
1497,127
1498,171
1499,116
1500,127
1501,124
1502,112
1503,170
1504,126
1505,119
1506,126
1507,187
1508,112
1509,107
1510,107
1511,127
1512,121
1513,126
1514,124
1515,112
1516,100
1517,127
1518,98
1519,113
1520,109
1521,100
1522,71
1523,113
1524,75
1525,127
1526,99
1527,102
1528,110
1529,87
1530,127
1531,101
1532,90
1533,127
1534,99
1535,127
1536,113
1537,121
1538,127
1539,117
1540,127
1541,117
1542,127
1543,114
1544,127
1545,126
1546,107
1547,123
1548,127
1549,120
1550,119
1551,127
1552,123
1553,127
1554,123
1555,127
1556,87
1557,127
1558,121
1559,127
1560,127
1561,108
1562,112
1563,95
1564,97
1565,127
1566,127
1567,113
1568,123
1569,103
1570,104
1571,127
1572,123
1573,127
1574,111
1575,97
1576,96
1577,111
1578,127
1579,100
1580,102
1581,113
1582,91
1583,87
1584,97
1585,122
1586,87
1587,92
1588,106
1589,124
1590,127
1591,127
1592,112
1593,100
1594,127
1595,98
1596,113
1597,109
1598,100
1599,71
1600,113
1601,75
1602,127
1603,99
1604,102
1605,110
1606,87
1607,127
1608,101
1609,90
1610,127
1611,99
1612,127
1613,113
1614,121
1615,127
1616,117
1617,127
1618,117
1619,127
1620,111
1621,114
1622,127
1623,126
1624,107
1625,123
1626,127
1627,120
1628,119
1629,127
1630,123
1631,127
1632,123
1633,127
1634,87
1635,127
1636,121
1637,104
1638,104
1639,104
1640,104
1641,104
1642,104
1643,104
1644,104
1645,104
1646,104
1647,104
1648,104
1649,104
1650,104
1651,104
1652,104
1653,104
1654,104
1655,104
1656,104
1657,104
1658,104
1659,103
1660,87
1661,104
1662,90
1663,80
1664,104
1665,104
1666,104
1667,104
1668,97
1669,104
1670,87
1671,104
1672,92
1673,77
1674,98
1675,104
1676,80
1677,104
1678,104
1679,104
1680,92
1681,104
1682,104
1683,104
1684,104
1685,104
1686,90
1687,104
1688,99
1689,104
1690,104
1691,100
1692,104
1693,104
1694,73
1695,104
1696,104
1697,104
1698,102
1699,104
1700,104
1701,95
1702,90
1703,104
1704,104
1705,104
1706,104
1707,104
1708,104
1709,104
1710,104
1711,93
1712,104
1713,104
1714,100
1715,103
1716,104
1717,92
1718,91
1719,90
1720,104
1721,104
1722,104
1723,101
1724,99
1725,90
1726,104
1727,95
1728,90
1729,104
1730,93
1731,84
1732,104
1733,101
1734,104
1735,104
1736,104
1737,90
1738,104
1739,104
1740,104
1741,93
1742,104
1743,104
1744,104
1745,104
1746,104
1747,104
1748,104
1749,104
1750,104
1751,104
1752,104
1753,82
1754,104
1755,104
1756,104
1757,104
1758,104
1759,104
1760,104
1761,104
1762,104
1763,104
1764,87
1765,104
1766,96
1767,97
1768,104
1769,104
1770,104
1771,104
1772,104
1773,82
1774,104
1775,104
1776,82
1777,93
1778,104
1779,104
1780,99
1781,97
1782,97
1783,97
1784,97
1785,97
1786,97
1787,97
1788,97
1789,97
1790,97
1791,97
1792,97
1793,97
1794,97
1795,97
1796,97
1797,97
1798,97
1799,97
1800,97
1801,97
1802,97
1803,97
1804,97
1805,97
1806,87
1807,97
1808,91
1809,87
1810,97
1811,97
1812,87
1813,92
1814,97
1815,97
1816,97
1817,97
1818,97
1819,97
1820,97
1821,97
1822,97
1823,97
1824,97
1825,71
1826,97
1827,75
1828,97
1829,97
1830,97
1831,97
1832,87
1833,97
1834,97
1835,90
1836,97
1837,97
1838,97
1839,97
1840,97
1841,97
1842,97
1843,97
1844,97
1845,97
1846,97
1847,97
1848,97
1849,97
1850,97
1851,97
1852,97
1853,97
1854,97
1855,97
1856,97
1857,97
1858,87
1859,97
1860,97
1861,97
1862,97
1863,97
1864,97
1865,95
1866,97
1867,97
1868,97
1869,97
1870,97
1871,97
1872,97
1873,97
1874,97
1875,97
1876,97
1877,97
1878,96
1879,82
1880,97
1881,84
1882,97
1883,90
1884,97
1885,76
1886,97
1887,97
1888,97
1889,83
1890,97
1891,97
1892,97
1893,97
1894,97
1895,97
1896,97
1897,97
1898,90
1899,97
1900,97
1901,97
1902,97
1903,97
1904,90
1905,97
1906,95
1907,90
1908,97
1909,93
1910,84
1911,90
1912,97
1913,97
1914,97
1915,93
1916,97
1917,97
1918,97
1919,86
1920,82
1921,97
1922,97
1923,97
1924,97
1925,97
1926,97
1927,97
1928,97
1929,97
1930,97
1931,97
1932,97
1933,97
1934,97
1935,97
1936,97
1937,97
1938,97
1939,82
1940,97
1941,97
1942,97
1943,97
1944,97
1945,97
1946,97
1947,97
1948,97
1949,97
1950,87
1951,97
1952,96
1953,97
1954,97
1955,97
1956,97
1957,82
1958,97
1959,97
1960,82
1961,93
1962,97
1963,83
1964,90
1965,97
1966,92
1967,101
1968,118
1969,118
1970,118
1971,98
1972,101
1973,109
1974,87
1975,97
1976,113
1977,89
1978,112
1979,109
1980,112
1981,112
1982,112
1983,112
1984,111
1985,112
1986,112
1987,103
1988,112
1989,112
1990,112
1991,112
1992,99
1993,79
1994,103
1995,103
1996,103
1997,103
1998,103
1999,94
2000,79
2001,98
2002,103
2003,103
2004,103
2005,103
2006,103
2007,89
2008,103
2009,103
2010,103
2011,103
2012,89
2013,103
2014,103
2015,103
2016,94
2017,103
2018,103
2019,98
2020,93
2021,102
2022,107
2023,111
2024,107
2025,138
2026,121
2027,124
2028,106
2029,124
2030,127
2031,138
2032,112
2033,100
2034,130
2035,98
2036,113
2037,109
2038,100
2039,71
2040,113
2041,75
2042,138
2043,99
2044,102
2045,110
2046,87
2047,138
2048,101
2049,90
2050,138
2051,99
2052,132
2053,113
2054,121
2055,138
2056,117
2057,138
2058,117
2059,138
2060,111
2061,114
2062,133
2063,126
2064,107
2065,123
2066,138
2067,120
2068,119
2069,138
2070,123
2071,138
2072,123
2073,138
2074,87
2075,138
2076,121
2077,128
2078,138
2079,108
2080,112
2081,95
2082,97
2083,127
2084,127
2085,113
2086,123
2087,103
2088,104
2089,138
2090,123
2091,133
2092,107
2093,107
2094,127
2095,127
2096,126
2097,100
2098,124
2099,121
2100,127
2101,90
2102,98
2103,113
2104,109
2105,100
2106,71
2107,113
2108,75
2109,127
2110,99
2111,102
2112,110
2113,87
2114,127
2115,101
2116,90
2117,127
2118,99
2119,127
2120,113
2121,121
2122,127
2123,117
2124,127
2125,117
2126,127
2127,114
2128,127
2129,126
2130,107
2131,123
2132,127
2133,120
2134,119
2135,127
2136,123
2137,127
2138,123
2139,127
2140,87
2141,127
2142,121
2143,127
2144,127
2145,108
2146,112
2147,95
2148,97
2149,127
2150,127
2151,113
2152,123
2153,103
2154,104
2155,127
2156,123
2157,127
2158,111
2159,97
2160,96
2161,82
2162,123
2163,123
2164,123
2165,123
2166,123
2167,123
2168,123
2169,123
2170,106
2171,123
2172,123
2173,109
2174,120
2175,123
2176,120
2177,123
2178,123
2179,123
2180,123
2181,115
2182,117
2183,103
2184,87
2185,92
2186,90
2187,80
2188,117
2189,107
2190,116
2191,123
2192,110
2193,87
2194,78
2195,92
2196,77
2197,98
2198,113
2199,123
2200,106
2201,123
2202,85
2203,123
2204,114
2205,123
2206,107
2207,117
2208,123
2209,123
2210,123
2211,122
2212,123
2213,123
2214,123
2215,113
2216,123
2217,95
2218,123
2219,123
2220,123
2221,122
2222,120
2223,115
2224,123
2225,117
2226,123
2227,109
2228,123
2229,123
2230,123
2231,113
2232,100
2233,103
2234,107
2235,92
2236,91
2237,123
2238,101
2239,104
2240,111
2241,123
2242,90
2243,123
2244,123
2245,123
2246,93
2247,123
2248,123
2249,104
2250,86
2251,123
2252,123
2253,116
2254,123
2255,123
2256,112
2257,123
2258,123
2259,82
2260,123
2261,123
2262,116
2263,123
2264,120
2265,123
2266,116
2267,111
2268,116
2269,114
2270,87
2271,110
2272,96
2273,97
2274,123
2275,123
2276,123
2277,123
2278,111
2279,82
2280,104
2281,123
2282,82
2283,93
2284,123
2285,123
2286,113
2287,111
2288,90
2289,113
2290,108
2291,113
2292,113
2293,112
2294,112
2295,112
2296,112
2297,107
2298,128
2299,185
2300,107
2301,129
2302,150
2303,103
2304,121
2305,126
2306,103
2307,100
2308,124
2309,96
2310,112
2311,100
2312,130
2313,98
2314,113
2315,109
2316,100
2317,71
2318,113
2319,75
2320,197
2321,99
2322,102
2323,110
2324,87
2325,197
2326,101
2327,90
2328,160
2329,99
2330,132
2331,113
2332,121
2333,155
2334,117
2335,177
2336,117
2337,187
2338,114
2339,133
2340,126
2341,107
2342,123
2343,139
2344,120
2345,119
2346,158
2347,123
2348,146
2349,123
2350,161
2351,87
2352,191
2353,121
2354,128
2355,146
2356,108
2357,112
2358,95
2359,97
2360,127
2361,127
2362,113
2363,123
2364,103
2365,104
2366,145
2367,123
2368,133
2369,111
2370,97
2371,96
2372,107
2373,110
2374,90
2375,113
2376,113
2377,124
2378,101
2379,99
2380,90
2381,124
2382,95
2383,90
2384,109
2385,93
2386,84
2387,187
2388,101
2389,104
2390,111
2391,187
2392,90
2393,164
2394,171
2395,167
2396,89
2397,89
2398,89
2399,89
2400,89
2401,89
2402,89
2403,89
2404,89
2405,89
2406,89
2407,87
2408,89
2409,89
2410,89
2411,87
2412,89
2413,89
2414,87
2415,89
2416,89
2417,89
2418,89
2419,89
2420,89
2421,89
2422,89
2423,89
2424,89
2425,89
2426,89
2427,71
2428,89
2429,75
2430,89
2431,89
2432,89
2433,89
2434,87
2435,89
2436,89
2437,89
2438,89
2439,89
2440,89
2441,89
2442,89
2443,89
2444,89
2445,89
2446,89
2447,89
2448,89
2449,89
2450,89
2451,89
2452,89
2453,89
2454,89
2455,89
2456,89
2457,89
2458,89
2459,89
2460,89
2461,89
2462,87
2463,89
2464,89
2465,89
2466,89
2467,89
2468,89
2469,89
2470,89
2471,89
2472,82
2473,89
2474,84
2475,89
2476,89
2477,89
2478,76
2479,89
2480,89
2481,89
2482,83
2483,89
2484,89
2485,89
2486,89
2487,89
2488,89
2489,89
2490,89
2491,89
2492,89
2493,89
2494,89
2495,89
2496,89
2497,89
2498,89
2499,89
2500,89
2501,89
2502,89
2503,89
2504,89
2505,89
2506,89
2507,89
2508,89
2509,89
2510,82
2511,123
2512,107
2513,123
2514,123
2515,123
2516,123
2517,123
2518,123
2519,106
2520,123
2521,123
2522,123
2523,111
2524,123
2525,123
2526,110
2527,123
2528,123
2529,115
2530,123
2531,100
2532,123
2533,87
2534,102
2535,113
2536,91
2537,87
2538,97
2539,122
2540,87
2541,92
2542,106
2543,123
2544,123
2545,123
2546,112
2547,100
2548,123
2549,98
2550,113
2551,109
2552,100
2553,71
2554,113
2555,75
2556,123
2557,99
2558,102
2559,87
2560,123
2561,90
2562,123
2563,123
2564,113
2565,121
2566,123
2567,117
2568,123
2569,117
2570,123
2571,111
2572,114
2573,123
2574,107
2575,120
2576,119
2577,123
2578,123
2579,123
2580,123
2581,121
2582,123
2583,123
2584,108
2585,112
2586,95
2587,97
2588,123
2589,123
2590,123
2591,104
2592,123
2593,123
2594,123
2595,76
2596,123
2597,123
2598,123
2599,93
2600,123
2601,123
2602,104
2603,86
2604,82
2605,123
2606,123
2607,97
2608,123
2609,99
2610,123
2611,123
2612,112
2613,123
2614,123
2615,119
2616,123
2617,123
2618,112
2619,112
2620,123
2621,112
2622,82
2623,96
2624,97
2625,123
2626,123
2627,123
2628,123
2629,111
2630,82
2631,104
2632,123
2633,82
2634,93
2635,123
2636,123
2637,107
2638,122
2639,111
2640,110
2641,107
2642,122
2643,122
2644,121
2645,122
2646,103
2647,100
2648,122
2649,121
2650,106
2651,122
2652,122
2653,122
2654,112
2655,100
2656,122
2657,98
2658,113
2659,109
2660,100
2661,71
2662,113
2663,75
2664,122
2665,99
2666,102
2667,110
2668,87
2669,122
2670,101
2671,90
2672,122
2673,99
2674,122
2675,113
2676,121
2677,122
2678,117
2679,122
2680,117
2681,122
2682,111
2683,114
2684,122
2685,122
2686,107
2687,122
2688,122
2689,120
2690,119
2691,122
2692,122
2693,122
2694,122
2695,122
2696,87
2697,122
2698,121
2699,122
2700,122
2701,108
2702,112
2703,95
2704,97
2705,122
2706,122
2707,113
2708,122
2709,103
2710,104
2711,122
2712,122
2713,122
2714,122
2715,111
2716,113
2717,108
2718,100
2719,113
2720,107
2721,110
2722,90
2723,113
2724,113
2725,122
2726,101
2727,99
2728,90
2729,122
2730,95
2731,90
2732,109
2733,93
2734,84
2735,122
2736,91
2737,91
2738,91
2739,91
2740,91
2741,91
2742,91
2743,91
2744,91
2745,90
2746,91
2747,91
2748,91
2749,91
2750,71
2751,91
2752,75
2753,91
2754,91
2755,91
2756,91
2757,87
2758,91
2759,91
2760,90
2761,91
2762,91
2763,91
2764,91
2765,91
2766,91
2767,91
2768,91
2769,91
2770,91
2771,91
2772,91
2773,91
2774,91
2775,91
2776,91
2777,91
2778,91
2779,91
2780,91
2781,91
2782,91
2783,91
2784,87
2785,91
2786,91
2787,91
2788,91
2789,91
2790,91
2791,91
2792,91
2793,91
2794,91
2795,91
2796,91
2797,91
2798,91
2799,91
2800,91
2801,91
2802,91
2803,91
2804,91
2805,82
2806,107
2807,128
2808,135
2809,130
2810,107
2811,129
2812,135
2813,135
2814,126
2815,103
2816,100
2817,124
2818,121
2819,96
2820,113
2821,135
2822,90
2823,113
2824,80
2825,125
2826,113
2827,75
2828,135
2829,99
2830,102
2831,110
2832,87
2833,135
2834,101
2835,90
2836,135
2837,99
2838,132
2839,113
2840,121
2841,135
2842,117
2843,135
2844,117
2845,135
2846,114
2847,133
2848,126
2849,107
2850,123
2851,135
2852,120
2853,119
2854,135
2855,123
2856,135
2857,123
2858,135
2859,87
2860,135
2861,121
2862,128
2863,135
2864,108
2865,112
2866,95
2867,97
2868,127
2869,127
2870,113
2871,123
2872,103
2873,104
2874,135
2875,123
2876,133
2877,111
2878,97
2879,96
2880,82
2881,100
2882,84
2883,135
2884,90
2885,103
2886,76
2887,117
2888,113
2889,108
2890,100
2891,113
2892,107
2893,110
2894,90
2895,113
2896,113
2897,124
2898,101
2899,99
2900,90
2901,124
2902,95
2903,90
2904,109
2905,93
2906,84
2907,135
2908,101
2909,104
2910,111
2911,135
2912,90
2913,108
2914,90
2915,90
2916,90
2917,90
2918,90
2919,90
2920,90
2921,90
2922,90
2923,90
2924,90
2925,90
2926,90
2927,90
2928,90
2929,87
2930,83
2931,90
2932,90
2933,90
2934,87
2935,90
2936,90
2937,87
2938,90
2939,90
2940,90
2941,90
2942,90
2943,90
2944,90
2945,90
2946,90
2947,90
2948,90
2949,71
2950,90
2951,75
2952,90
2953,90
2954,90
2955,90
2956,87
2957,90
2958,90
2959,90
2960,90
2961,90
2962,90
2963,90
2964,90
2965,90
2966,90
2967,90
2968,90
2969,90
2970,90
2971,90
2972,90
2973,90
2974,90
2975,90
2976,90
2977,90
2978,90
2979,90
2980,90
2981,90
2982,90
2983,90
2984,87
2985,90
2986,90
2987,90
2988,90
2989,90
2990,90
2991,90
2992,90
2993,90
2994,90
2995,90
2996,90
2997,90
